# mode=sequential
# characters=512
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,9.6545,4.1138,4.9345
1,9.3133,3.6988,4.99
2,9.5477,4.1502,4.8065
3,8.5855,3.5646,4.3725
4,9.6411,4.0559,4.6252
5,9.1979,3.6172,5.202
6,8.663,3.803,4.4265
7,8.1264,3.5683,4.3499
8,8.7544,3.5296,5.0075
9,8.5277,3.9189,4.3883
10,9.1385,3.9247,4.9721
11,9.1502,3.7888,5.1279
12,8.902,3.8436,4.8135
13,8.9988,3.9656,4.7844
14,9.031,3.5982,4.9964
15,8.981,3.645,4.7255
16,8.1208,3.565,4.3483
17,8.2385,3.588,4.3123
18,9.6339,4.2329,4.7518
19,8.7894,3.5754,4.7904
20,9.2925,4.1219,4.8445
21,9.5225,3.5782,5.6607
22,8.6857,3.8978,4.4113
23,8.1919,3.549,4.3822
24,8.3645,3.61,4.335
25,9.1983,3.6319,5.0681
26,8.4313,3.5431,4.4932
27,8.6069,3.9113,4.4708
28,8.2643,3.5403,4.328
29,8.6826,3.9154,4.3846
30,8.1045,3.5286,4.3624
31,8.2768,3.5722,4.3747
32,8.5405,3.7976,4.4289
33,8.7228,3.5076,4.7195
34,8.7364,3.5692,4.7647
35,8.8759,3.5349,5.0022
36,8.6575,3.647,4.5142
37,8.274,3.5535,4.3558
38,8.6945,3.9426,4.4234
39,9.3217,3.5296,5.1013
40,8.3862,3.5254,4.6195
41,8.8163,3.56,4.8586
42,8.486,3.6245,4.3614
43,8.549,3.5831,4.6525
44,8.2511,3.6344,4.3904
45,9.1933,3.9488,5.0208
46,9.0775,3.7333,5.0971
47,8.8756,3.6567,4.8487
48,8.7203,3.6009,4.8415
49,8.168,3.5831,4.3713
50,8.8476,3.978,4.5877
51,9.1015,4.0233,4.7611
52,8.2184,3.5906,4.4037
53,8.7922,4.0991,4.4608
54,9.0789,3.5836,4.9882
55,8.9866,3.8264,4.4188
56,8.3534,3.5743,4.407
57,9.8011,4.3679,4.746
58,8.5639,3.8726,4.4585
59,8.377,3.6294,4.501
60,8.3774,3.5701,4.5706
61,8.099,3.5247,4.3529
62,9.5204,4.6023,4.6539
63,8.3123,3.609,4.4657
64,10.9881,4.5278,6.1709
65,8.7579,3.7971,4.6975
66,9.1807,3.7778,5.0656
67,8.5592,3.8101,4.4987
68,8.6616,3.6507,4.7093
69,8.7763,3.948,4.5528
70,9.4198,3.7903,5.152
71,8.3238,3.5973,4.491
72,8.3189,3.5579,4.5112
73,8.9785,3.6564,5.0688
74,8.546,3.5405,4.6734
75,9.3849,3.9684,5.1372
76,9.1939,3.9572,4.9773
77,9.8166,3.9669,5.5086
78,9.973,3.6648,5.9962
79,9.86,4.1316,5.3852
80,9.5895,3.6272,5.5925
81,11.5425,6.1593,5.0329
82,9.9356,4.0089,5.5607
83,9.4477,3.844,5.339
84,9.8389,3.9758,4.8625
85,8.9669,3.7164,4.9638
86,8.7708,3.681,4.808
87,8.5782,3.6078,4.7171
88,10.621,3.9221,6.1909
89,9.6921,4.0095,5.3553
90,9.1472,3.9634,4.7504
91,9.7507,4.2365,5.2246
92,10.485,3.6608,6.4153
93,12.1544,4.4001,7.346
94,16.7338,5.5831,10.3895
95,15.1682,6.2008,8.0811
96,12.1769,4.7097,7.0377
97,11.0696,4.6519,6.0723
98,9.695,3.7415,5.533
99,8.5428,3.6376,4.6372
100,9.424,3.6493,5.5138
101,9.9622,4.0609,5.5625
102,14.9349,4.3289,10.2385
103,10.0692,4.7443,4.9462
104,9.2062,3.6095,5.3226
105,9.131,3.8138,4.8684
106,8.6853,3.5583,4.5611
107,8.2624,3.5907,4.4407
108,8.2936,3.5871,4.472
109,8.4055,3.5967,4.5401
110,9.0121,3.8851,4.8145
111,9.803,4.1542,5.2638
112,8.8443,3.8356,4.7851
113,11.1995,3.9427,6.9343
114,8.9363,4.0391,4.6708
115,8.1007,3.549,4.3405
116,8.5868,3.5492,4.8218
117,8.4275,3.5792,4.6035
118,9.1418,4.3857,4.5109
119,8.3581,3.5791,4.5517
120,8.223,3.5398,4.3546
121,8.7633,3.5042,4.8125
122,9.9322,4.1136,5.4014
123,9.1781,4.046,4.6117
124,8.8555,3.5265,4.8484
125,9.6587,4.0965,5.237
126,8.2787,3.5443,4.4164
127,8.3832,3.5812,4.3725
128,8.5364,3.4956,4.7826
129,8.3797,3.5381,4.4671
130,9.1599,3.8411,5.007
131,8.6915,3.7326,4.7379
132,8.6044,3.71,4.6712
133,9.0195,3.7328,5.0326
134,8.3331,3.7373,4.3741
135,8.974,3.5455,5.2062
136,9.4268,4.0229,5.1622
137,9.117,3.9493,4.8464
138,9.2488,4.0022,4.9814
139,8.374,3.7419,4.4106
140,8.7104,3.5329,4.9514
141,8.0932,3.5502,4.3336
142,9.6945,3.5709,4.5626
143,10.0442,3.811,5.9541
144,8.6969,3.6483,4.7993
145,8.5984,3.7078,4.6167
146,8.4889,3.6372,4.6295
147,8.9373,3.6351,5.0569
148,8.7954,3.8502,4.7136
149,8.4756,3.8669,4.388
150,9.2823,4.1253,4.8693
151,11.0551,4.0199,6.3832
152,9.6803,3.7224,4.5861
153,9.8989,3.9783,5.3744
154,8.5284,3.7235,4.5324
155,9.8996,3.5653,6.0741
156,12.6274,6.1222,6.2028
157,8.4421,3.6258,4.5602
158,9.2038,3.7592,5.1484
159,9.3084,4.3028,4.751
160,8.2891,3.5592,4.4981
161,8.3455,3.5851,4.5283
162,8.2915,3.6001,4.4416
163,8.4731,3.5181,4.7299
164,9.2429,4.3121,4.637
165,8.2804,3.5744,4.4825
166,8.2025,3.5356,4.4444
167,8.4417,3.7511,4.4478
168,8.9071,3.629,4.828
169,9.3236,4.0016,4.8332
170,10.8669,3.7908,6.5644
171,11.0795,3.8835,6.912
172,11.8863,4.1172,7.2807
173,9.1204,3.8953,4.9006
174,9.0996,3.8174,5.0347
175,9.2672,3.8871,5.056
176,9.1349,3.8114,4.8708
177,10.138,3.776,5.3652
178,9.1225,3.7633,4.6014
179,8.802,3.5829,4.9169
180,8.3249,3.6323,4.4582
181,8.3535,3.5824,4.5173
182,8.4098,3.783,4.389
183,8.3117,3.5854,4.4951
184,8.4744,3.6666,4.542
185,8.5412,3.8042,4.4945
186,8.5986,3.6293,4.7446
187,8.2524,3.5694,4.4634
188,8.5276,3.5953,4.7071
189,8.5323,3.684,4.6004
190,8.4334,3.6379,4.5712
191,8.1755,3.5539,4.4048
192,8.3287,3.7034,4.4019
193,8.3694,3.691,4.4563
194,8.2857,3.5887,4.4598
195,8.5378,3.6266,4.678
196,9.4486,3.5512,5.655
197,9.5465,3.6145,5.6031
198,8.3748,3.6843,4.4552
199,8.8338,3.6892,4.8979
200,8.8736,3.7307,4.8919
201,8.4262,3.6864,4.4997
202,8.4116,3.5269,4.6465
203,8.5988,3.7277,4.6105
204,9.5601,3.651,5.6628
205,8.5521,3.7067,4.5994
206,8.2405,3.6155,4.3926
207,8.3063,3.5637,4.5099
208,8.8164,3.5763,5.0109
209,9.3123,3.8152,5.1755
210,9.7592,4.1429,5.1173
211,9.9805,4.3933,4.8726
212,9.3776,3.9973,5.0325
213,9.5599,4.0354,4.8339
214,9.8135,4.1406,5.3111
215,9.2269,3.829,4.7618
216,9.2541,4.0018,4.9009
217,9.9854,4.3878,5.139
218,9.2083,3.8129,4.9474
219,9.5721,3.8065,5.0074
220,9.6647,3.8134,5.438
221,9.459,3.7026,4.9402
222,9.2671,3.7125,5.2464
223,9.3523,3.777,5.2168
224,9.1274,3.8148,4.7186
225,8.658,3.6989,4.6909
226,8.4778,3.6781,4.5746
227,8.6255,3.6208,4.733
228,8.3757,3.7023,4.4443
229,8.9085,3.6153,5.0693
230,8.26,3.573,4.4422
231,8.2784,3.5369,4.5064
232,8.1567,3.5263,4.4192
233,9.1309,3.9477,4.9205
234,8.4929,3.5769,4.6837
235,8.2979,3.5595,4.5125
236,9.8675,3.6808,5.9426
237,8.5159,3.6133,4.6548
238,9.0892,4.027,4.6937
239,8.4422,3.7772,4.4344
240,8.2502,3.611,4.4182
241,8.213,3.5608,4.4198
242,8.3466,3.5682,4.5361
243,8.5534,3.7644,4.556
244,9.4345,3.5198,5.6096
245,8.4727,3.6195,4.626
246,9.1823,3.7584,5.13
247,8.8541,3.8646,4.7376
248,8.5746,3.5607,4.7178
249,8.6464,3.561,4.8589
250,8.2269,3.6183,4.3885
251,8.2654,3.6129,4.4087
252,9.2843,3.733,5.2784
253,8.207,3.5866,4.3858
254,9.5676,3.8418,5.3671
255,8.7958,3.6704,4.8468
256,8.5459,3.6334,4.6779
257,8.2045,3.5244,4.4585
258,8.2871,3.6363,4.4255
259,8.4823,3.593,4.6523
260,8.1989,3.5399,4.4352
261,8.5855,3.6939,4.5889
262,8.2239,3.568,4.4278
263,8.6362,3.6706,4.7304
264,8.6209,3.5575,4.8257
265,9.2285,4.0245,4.8637
266,9.0234,4.0593,4.7049
267,8.4695,3.6548,4.5927
268,9.1529,3.8068,4.8568
269,8.2727,3.5899,4.4529
270,8.5184,3.6024,4.6951
271,8.8408,3.5852,5.0054
272,8.5501,3.5379,4.7763
273,8.5213,3.526,4.7638
274,9.031,3.7886,4.9287
275,9.2153,4.2063,4.7434
276,8.7129,3.6495,4.7827
277,8.9822,3.8882,4.8419
278,12.058,4.5625,7.186
279,11.2461,4.6428,6.3115
280,8.6532,3.5827,4.814
281,10.0773,3.5348,6.2842
282,8.945,4.062,4.6219
283,10.4788,4.2136,5.9325
284,11.4581,4.2697,6.7956
285,12.2584,4.8296,6.9508
286,9.5096,4.5858,4.6108
287,12.1263,4.9175,6.7983
288,11.5939,4.8056,6.3848
289,11.9234,4.7782,6.79
290,12.096,4.8251,6.8375
291,9.9027,4.0598,5.5169
292,9.8894,4.7083,4.8954
293,11.19,3.8302,6.9791
294,8.6775,3.8941,4.4999
295,8.4334,3.5381,4.6246
296,11.5382,4.6119,6.6286
297,9.0319,4.1527,4.5624
298,10.4886,3.5548,6.6075
299,11.1728,4.6794,6.0792
300,11.2418,4.1125,6.6838
301,10.0355,4.6507,5.0749
302,9.2536,3.5896,5.3956
303,8.2603,3.5306,4.4789
304,8.3547,3.5102,4.6156
305,9.3524,3.6953,4.9368
306,9.5229,4.1849,4.9
307,9.3938,3.6522,4.4646
308,11.1064,4.321,5.6271
309,10.175,4.1315,5.7421
310,8.9278,3.8576,4.8097
311,8.6771,3.7625,4.6733
312,8.8207,3.6602,4.8077
313,9.185,3.7233,4.7864
314,8.8006,3.7112,4.8504
315,9.4901,3.6479,5.4936
316,8.7458,3.6946,4.7813
317,8.3752,3.6601,4.4816
318,8.4161,3.6599,4.5349
319,8.3289,3.5908,4.518
320,8.2211,3.5462,4.4525
321,8.3975,3.5274,4.6562
322,8.2684,3.5746,4.4726
323,9.0293,3.6077,4.9498
324,8.7818,3.9611,4.5817
325,8.7402,3.7426,4.7645
326,8.4305,3.5643,4.6398
327,8.3885,3.6253,4.5309
