# mode=parallel
# characters=512
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,6.1915,0.6563,5.2647
1,5.5759,0.6274,4.5659
2,5.9427,0.6719,5.0298
3,6.1149,0.6977,5.0674
4,5.8231,0.6948,4.8944
5,5.5049,0.7206,4.555
6,5.5684,0.7225,4.5973
7,5.5511,0.6774,4.5742
8,5.301,0.5066,4.557
9,5.673,0.6365,4.8034
10,5.5285,0.7586,4.5321
11,6.3394,0.7138,5.3374
12,5.5852,0.7196,4.6021
13,6.6613,0.6939,5.0155
14,5.43,0.6486,4.4732
15,5.9307,0.7777,4.83
16,5.5711,0.6686,4.5759
17,5.5905,0.6359,4.723
18,5.4175,0.605,4.5393
19,5.397,0.7022,4.4592
20,5.3526,0.6576,4.4032
21,5.5777,0.7063,4.6147
22,6.7914,0.746,5.3487
23,7.6944,0.9197,6.3995
24,7.9028,0.6807,6.9193
25,7.4287,0.7034,5.7393
26,7.9916,0.7826,6.9064
27,8.1553,0.7112,7.0754
28,6.3646,0.7169,5.3529
29,5.8635,0.6894,4.7935
30,6.3118,0.7237,5.3171
31,5.7537,0.721,4.7543
32,5.6959,0.6002,4.8322
33,5.2509,0.5292,4.4941
34,5.9587,0.5639,5.1487
35,5.4238,0.546,4.6119
36,6.1789,0.4814,5.4427
37,5.726,0.526,4.931
38,5.3489,0.5885,4.5025
39,5.5605,0.645,4.5741
40,6.5357,0.7517,5.4991
41,5.2679,0.5902,4.4418
42,5.4948,0.601,4.6328
43,5.7466,0.6421,4.7748
44,5.0582,0.4511,4.3831
45,5.3273,0.4995,4.5827
46,5.3671,0.6074,4.5206
47,5.5334,0.5967,4.688
48,6.2411,0.6265,5.1253
49,5.426,0.5413,4.6445
50,5.3812,0.5501,4.5866
51,5.3444,0.5221,4.5929
52,5.4189,0.6602,4.4681
53,5.4027,0.614,4.5436
54,5.3995,0.6773,4.4961
55,5.3551,0.6508,4.4731
56,5.112,0.4868,4.4022
57,6.178,0.6634,5.2839
58,5.358,0.7165,4.4205
59,5.9979,0.5129,5.1739
60,5.8942,0.7353,4.8535
61,5.4363,0.7458,4.4321
62,6.1206,0.6372,5.2502
63,6.0853,0.5483,5.2753
64,5.3232,0.5381,4.5394
65,5.464,0.5676,4.6468
66,5.183,0.5006,4.4053
67,5.6879,0.5552,4.8215
68,5.339,0.6274,4.4688
69,5.3881,0.662,4.4822
70,6.0184,0.5347,5.2346
71,5.5795,0.765,4.5704
72,5.2483,0.527,4.4931
73,6.2904,0.6536,5.3749
74,5.263,0.6602,4.3788
75,6.0511,0.536,5.1992
76,5.29,0.4851,4.5832
77,5.5051,0.5984,4.6843
78,5.4672,0.6212,4.5705
79,5.3615,0.7444,4.3903
80,7.1814,0.5344,6.3395
81,5.2465,0.5218,4.4729
82,5.2093,0.5178,4.4609
83,5.7865,0.5336,4.9779
84,5.2941,0.6884,4.3803
85,5.5518,0.6223,4.6628
86,5.6498,0.5241,4.8707
87,5.1369,0.5321,4.3832
88,5.1818,0.529,4.405
89,5.4886,0.6444,4.5907
90,5.2489,0.6242,4.3686
91,5.7216,0.6016,4.8384
92,5.5758,0.6305,4.7128
93,5.2437,0.5212,4.4853
94,5.1182,0.523,4.3721
95,5.4152,0.5627,4.5969
96,6.4857,0.6826,5.4821
97,5.9212,0.701,4.9636
98,5.8624,0.6546,4.9378
99,6.809,0.6806,5.0721
100,5.488,0.6997,4.5186
101,5.7502,0.6502,4.4877
102,5.2201,0.5454,4.4447
103,5.5281,0.5277,4.4187
104,5.557,0.5432,4.7357
105,5.3438,0.5267,4.5523
106,5.4889,0.5393,4.4043
107,6.3553,0.6381,4.8842
108,5.6706,0.6011,4.8269
109,5.4339,0.5668,4.6192
110,5.5055,0.529,4.6888
111,5.1017,0.5015,4.3713
112,5.2203,0.6134,4.3888
113,5.304,0.6502,4.4332
114,5.7316,0.7468,4.7059
115,5.2859,0.6508,4.4003
116,5.7351,0.6434,4.8498
117,5.3078,0.6422,4.4066
118,5.3966,0.7067,4.4458
119,5.4197,0.6469,4.5432
120,7.9367,0.7568,6.8932
121,6.7267,0.6603,5.7974
122,5.1983,0.6199,4.3571
123,5.4342,0.7101,4.485
124,5.7459,0.6653,4.8087
125,5.2647,0.6519,4.3931
126,5.3261,0.7188,4.3835
127,5.4378,0.6909,4.523
128,5.294,0.6877,4.3877
129,5.2845,0.6311,4.3633
130,5.7095,0.73,4.7231
131,5.3156,0.5192,4.5702
132,5.9452,0.5946,5.0428
133,5.1847,0.5388,4.4206
134,5.1817,0.5265,4.4269
135,5.2164,0.5036,4.4612
136,5.4944,0.757,4.4525
137,5.5815,0.6491,4.6793
138,5.8104,0.6509,4.901
139,5.3588,0.6066,4.497
140,5.8707,0.6663,4.8913
141,5.9519,0.6755,5.0347
142,5.5731,0.7179,4.5866
143,6.6737,0.7896,5.4411
144,6.99,0.684,6.0626
145,5.7266,0.6624,4.5718
146,5.4128,0.6575,4.4512
147,5.5284,0.7131,4.5597
148,5.8772,0.8005,4.8005
149,5.392,0.6789,4.472
150,5.9102,0.6769,5.0017
151,5.8538,0.5432,5.0565
152,5.5397,0.506,4.8044
153,5.5516,0.5325,4.7212
154,5.4685,0.7159,4.515
155,5.3565,0.6661,4.4705
156,5.1247,0.5184,4.3889
157,5.5125,0.5488,4.6949
158,5.6745,0.4973,4.9246
159,5.8292,0.5897,5.0031
160,5.7354,0.4636,4.9546
161,5.5083,0.7207,4.5321
162,5.8618,0.7551,4.8179
163,5.6007,0.6693,4.6708
164,5.8707,0.7407,4.8478
165,5.4965,0.5095,4.7332
166,5.3165,0.4896,4.5617
167,5.5984,0.5373,4.8165
168,5.4486,0.5513,4.6358
169,5.4951,0.6992,4.5516
170,5.8323,0.6632,4.8363
171,6.0302,0.6327,5.115
172,6.0697,0.663,4.8052
173,5.5768,0.6466,4.6644
174,5.8805,0.7501,4.8888
175,6.1633,0.6323,5.2754
176,5.9472,0.7066,5.0003
177,5.3164,0.6185,4.4678
178,5.6593,0.6253,4.6997
179,5.5268,0.7758,4.4927
180,5.241,0.592,4.4159
181,6.0284,0.7019,5.0349
182,5.9705,0.6762,5.0676
183,6.5015,0.6351,5.1963
184,5.6902,0.7091,4.4191
185,6.4992,0.5828,5.1442
186,6.2488,0.6742,5.0202
187,6.8102,0.7057,5.1371
188,5.9123,0.6179,4.6569
189,5.6735,0.4958,4.5229
190,6.2822,0.6832,5.0259
191,5.837,0.6422,4.5689
192,6.3439,0.6242,5.1253
193,5.8383,0.6707,4.6098
194,5.9268,0.6353,4.564
195,6.0432,0.7231,4.5084
196,5.9287,0.6132,4.4141
197,5.9095,0.6449,4.5296
198,6.0301,0.6775,4.6348
199,6.085,0.6367,4.8942
200,6.1592,0.7463,4.8041
201,5.8139,0.624,4.563
202,5.8525,0.7791,4.4205
