# mode=parallel
# characters=512
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,5.7337,0.6144,4.5599
1,5.9648,0.6494,4.599
2,6.1595,0.6665,4.5934
3,6.0111,0.6793,4.6542
4,6.1693,0.6962,4.5611
5,5.4709,0.6777,4.5262
6,6.9005,0.6902,5.9007
7,5.3723,0.6582,4.443
8,6.4387,0.7043,5.281
9,6.2589,0.6955,4.9757
10,5.3823,0.4835,4.6524
11,6.2948,0.7668,4.9741
12,5.7376,0.7302,4.6954
13,5.9377,0.4485,5.0335
14,5.1373,0.5015,4.4052
15,5.1324,0.5253,4.3827
16,5.2872,0.5227,4.5315
17,5.2172,0.5988,4.388
18,5.4225,0.7397,4.3543
19,5.813,0.5362,4.9584
20,5.3999,0.6905,4.4513
21,5.194,0.5926,4.3829
22,5.7583,0.5365,4.9719
23,5.4527,0.4896,4.5902
24,5.3111,0.5905,4.4812
25,5.7602,0.6366,4.8426
26,5.9717,0.74,4.9042
27,5.7817,0.669,4.8627
28,5.2539,0.6046,4.4179
29,5.2228,0.5684,4.4377
30,5.3108,0.5536,4.4926
31,5.8676,0.7806,4.8294
32,6.4788,0.6381,5.4616
33,5.5559,0.7179,4.4366
34,5.5153,0.7308,4.5304
35,5.458,0.6364,4.5631
36,5.9838,0.6927,5.0347
37,5.9135,0.5447,5.1163
38,5.4584,0.5335,4.6754
39,5.3416,0.5266,4.5087
40,5.7436,0.6096,4.6676
41,6.023,0.67,5.0414
42,5.6906,0.6054,4.8571
43,5.8358,0.484,5.1012
44,5.2003,0.6259,4.3462
45,6.9665,0.5332,6.1775
46,5.6009,0.5374,4.3423
47,5.5497,0.5294,4.7741
48,6.0243,0.6676,4.651
49,5.9286,0.7209,4.3739
50,5.7338,0.7261,4.4009
51,6.159,0.6113,4.9577
52,5.5367,0.5311,4.4217
53,6.8009,0.7159,4.9519
54,6.0117,0.6504,4.3633
55,5.8473,0.7157,4.3444
56,5.5735,0.4371,4.3335
57,5.9898,0.512,4.8659
58,6.1821,0.702,4.8046
59,6.0803,0.4923,5.007
60,5.6206,0.6771,4.6727
61,5.5435,0.447,4.3887
62,5.6138,0.509,4.8427
63,6.1128,0.5777,4.8491
64,5.8531,0.7009,4.8028
65,6.0224,0.7402,4.4529
66,5.5447,0.7075,4.5554
67,5.4305,0.5811,4.4993
68,6.1285,0.6352,5.1999
69,6.3704,0.6506,5.4248
70,5.881,0.672,4.9143
71,5.4318,0.5314,4.6399
72,5.9919,0.5848,4.7618
73,5.2752,0.5403,4.4535
74,6.07,0.8335,4.8866
75,5.5542,0.862,4.4277
76,5.312,0.5345,4.471
77,6.444,0.5351,5.1674
78,5.7652,0.579,4.9209
79,5.64,0.5201,4.4535
80,6.0407,0.4778,4.9481
81,5.6067,0.5143,4.4562
82,6.3557,0.5276,4.8986
83,5.5505,0.4807,4.4581
84,5.7544,0.453,4.545
85,6.258,0.741,4.682
86,5.8561,0.7613,4.3558
87,6.4026,0.7808,4.9382
88,6.0916,0.4995,4.8317
89,6.2335,0.4463,4.8403
90,5.597,0.4636,4.4611
91,6.014,0.5566,4.7334
92,6.3181,0.8608,4.619
93,6.1617,0.4743,5.0672
94,6.084,0.5068,4.9875
95,5.7204,0.5138,4.5322
96,6.4999,1.2585,4.3992
97,6.4228,0.4657,5.0689
98,6.5852,0.6279,5.342
99,6.0747,0.4721,4.8414
100,6.2096,0.7629,4.624
101,5.7068,0.5132,4.496
102,6.6326,0.503,4.9479
103,5.6578,0.5196,4.4606
104,7.4247,0.6798,5.9771
105,6.1334,0.642,4.6314
106,6.3597,0.4788,5.1498
107,5.7485,0.4372,4.4792
108,6.013,0.6304,4.787
109,6.1846,0.6899,4.5311
110,6.0793,0.7,4.5405
111,6.2687,0.6584,4.6528
112,6.3674,0.6553,5.0909
113,5.8697,0.7569,4.4241
114,6.0697,0.6326,4.836
115,5.7285,0.6845,4.4539
116,6.7186,0.6826,5.3555
117,6.585,0.6685,5.256
118,5.8738,0.6779,4.5005
119,5.8804,0.6792,4.495
120,5.5795,0.6503,4.6707
121,6.0602,0.6746,4.7427
122,6.1431,0.652,4.6223
123,6.0603,0.6872,4.7825
124,5.9232,0.6837,4.9583
125,5.7333,0.5941,4.5127
126,6.2152,0.7179,5.224
127,5.996,0.6649,4.7095
128,6.1322,0.6379,5.2381
129,6.2342,0.6262,5.2982
130,5.71,0.6474,4.438
131,5.4025,0.4605,4.6539
132,5.4008,0.5122,4.5845
133,5.664,0.6573,4.7461
134,6.3751,0.6743,5.404
135,5.5673,0.7634,4.5237
136,5.3652,0.7244,4.3874
137,6.1767,0.7772,4.7628
138,5.6913,0.6065,4.8322
139,7.9393,0.6263,6.6168
140,5.7281,0.626,4.7841
141,5.1407,0.4609,4.4375
142,6.3762,0.5469,5.2027
143,5.6518,0.6274,4.7388
144,5.8322,0.6603,4.4474
145,5.4253,0.6034,4.4676
146,5.8756,0.6949,4.7549
147,5.5369,0.6697,4.6163
148,6.0181,0.685,5.0162
149,5.9883,0.661,5.0289
150,6.9412,0.6418,5.9744
151,5.7475,0.9768,4.479
152,5.4898,0.6201,4.6013
153,5.5917,0.695,4.6271
154,5.7997,0.6763,4.8691
155,5.4858,0.6374,4.5807
156,5.7005,0.6492,4.7963
157,5.3978,0.6449,4.4428
158,5.5114,0.6656,4.5825
159,5.4268,0.6292,4.5506
160,5.6901,0.6436,4.7353
161,6.38,0.7622,5.3212
162,6.5139,0.6554,5.5985
