# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,0.792,0.2476,0.3478
1,0.7602,0.2428,0.3303
2,0.8001,0.294,0.3189
3,0.8092,0.3013,0.3179
4,0.8527,0.3449,0.3189
5,0.8698,0.3639,0.3192
6,0.8823,0.2403,0.4069
7,0.9957,0.4546,0.3235
8,0.8442,0.3285,0.3258
9,0.812,0.2979,0.3269
10,0.8919,0.2636,0.3844
11,0.9016,0.2952,0.3806
12,0.8825,0.3557,0.3242
13,1.0472,0.3928,0.4121
14,1.0909,0.4274,0.3903
15,1.0936,0.3362,0.3494
16,1.0519,0.3774,0.4519
17,0.8637,0.3029,0.3203
18,0.8198,0.2955,0.3218
19,0.8218,0.3111,0.3218
20,0.8837,0.2957,0.3876
21,0.8372,0.3081,0.3285
22,0.7841,0.2676,0.3219
23,0.7685,0.2544,0.3241
24,0.8936,0.3762,0.3202
25,0.854,0.3386,0.323
26,0.8031,0.295,0.3209
27,0.884,0.3777,0.3205
28,0.9168,0.3071,0.3796
29,1.1216,0.4093,0.4892
30,0.833,0.2404,0.3275
31,0.8053,0.2967,0.3214
32,0.8031,0.2912,0.3195
33,0.8063,0.2892,0.3289
34,0.8896,0.2863,0.3191
35,0.884,0.3009,0.3655
36,0.8101,0.2837,0.3223
37,0.7596,0.245,0.3222
38,0.8267,0.3139,0.3234
39,0.8069,0.2967,0.3233
40,0.9629,0.3124,0.3876
41,0.832,0.3099,0.324
42,0.8198,0.2977,0.3212
43,0.9889,0.4387,0.3239
44,0.9299,0.3429,0.3274
45,0.8264,0.3121,0.3226
46,0.809,0.3019,0.3198
47,0.818,0.3135,0.318
48,1.0333,0.3988,0.3867
49,0.9078,0.2996,0.3828
50,1.0148,0.4376,0.3426
51,0.7875,0.2472,0.323
52,1.1103,0.2407,0.5721
53,0.9686,0.3779,0.3596
54,0.9414,0.3823,0.3484
55,0.8716,0.3611,0.323
56,0.8802,0.3588,0.3288
57,1.2103,0.5516,0.3926
58,0.8655,0.3353,0.3253
59,0.7631,0.2452,0.3224
