# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,0.9334,0.3452,0.3523
1,0.939,0.2988,0.3888
2,0.9535,0.4144,0.327
3,0.9175,0.2591,0.4148
4,0.8661,0.2982,0.3342
5,0.7751,0.2545,0.322
6,0.7765,0.247,0.3249
7,0.8781,0.2704,0.3281
8,0.8,0.2412,0.3234
9,0.9505,0.3417,0.3268
10,0.7619,0.2469,0.3223
11,0.8048,0.2939,0.3204
12,0.7724,0.2619,0.3208
13,0.8212,0.3,0.3217
14,0.8915,0.2923,0.32
15,0.9277,0.3856,0.3317
16,0.9019,0.2445,0.3886
17,0.9055,0.2978,0.381
18,0.8408,0.3116,0.3244
19,0.8436,0.3123,0.3237
20,0.8512,0.3158,0.3244
21,0.8216,0.2511,0.3631
22,1.1329,0.4385,0.4526
23,1.1693,0.3566,0.3807
24,0.9486,0.2443,0.3243
25,0.8129,0.2886,0.3261
26,0.8497,0.3007,0.3432
27,0.818,0.3059,0.3212
28,0.8293,0.2888,0.3328
29,1.1068,0.5096,0.372
30,1.0205,0.3845,0.3263
31,0.8733,0.352,0.3245
32,0.9305,0.2861,0.3876
33,0.909,0.3011,0.3777
34,0.921,0.3321,0.3275
35,0.9945,0.2953,0.3289
36,0.9592,0.416,0.3204
37,0.7966,0.2422,0.3255
38,0.7617,0.2453,0.3254
39,0.9097,0.3493,0.3247
40,0.8996,0.2966,0.378
41,0.8261,0.2973,0.3246
42,0.8801,0.2772,0.3771
43,0.8324,0.2937,0.321
44,0.8667,0.3437,0.3232
45,0.942,0.2425,0.3908
46,0.9137,0.3235,0.3547
47,0.7726,0.2484,0.3264
48,0.8414,0.2979,0.3322
49,0.8374,0.3135,0.3235
50,0.8455,0.3041,0.3264
51,0.8527,0.3324,0.3224
52,0.8288,0.2514,0.3198
53,0.7535,0.2423,0.3215
54,1.016,0.3788,0.3865
55,0.91,0.296,0.3763
56,0.8466,0.3133,0.3241
57,0.9981,0.3174,0.3905
58,1.3597,0.5219,0.4616
59,1.0272,0.323,0.375
