# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,0.7969,0.254,0.3325
1,0.7479,0.2402,0.3196
2,0.7699,0.2404,0.3398
3,0.8179,0.3041,0.3199
4,0.8977,0.3023,0.3302
5,1.1066,0.435,0.4595
6,0.982,0.3008,0.3886
7,0.983,0.3514,0.3849
8,0.9894,0.3238,0.3484
9,0.8206,0.3006,0.3218
10,0.8056,0.2852,0.3204
11,0.9896,0.3257,0.3882
12,1.014,0.3639,0.325
13,0.8854,0.3494,0.3283
14,0.9744,0.4135,0.3287
15,0.9093,0.316,0.3533
16,0.8774,0.3032,0.325
17,0.8243,0.2884,0.3394
18,0.883,0.318,0.3633
19,1.0434,0.4681,0.3216
20,1.0138,0.4678,0.3296
21,0.7726,0.2533,0.3257
22,0.7665,0.251,0.3253
23,0.8463,0.3371,0.322
24,0.7805,0.2703,0.3215
25,0.8558,0.3307,0.3299
26,0.7885,0.2452,0.3493
27,0.8448,0.3133,0.3257
28,1.0204,0.2685,0.4132
29,1.0012,0.2898,0.3235
30,0.7617,0.2376,0.3183
31,0.7591,0.2492,0.3214
32,0.9489,0.3187,0.384
33,0.9106,0.3287,0.3292
34,0.862,0.3321,0.323
35,0.7942,0.2402,0.319
36,0.8721,0.3287,0.3255
37,0.9026,0.2937,0.3804
38,0.7602,0.2478,0.3183
39,0.8384,0.2992,0.3205
40,0.9181,0.3625,0.332
41,0.9382,0.2488,0.4559
42,1.0306,0.394,0.3363
43,0.8322,0.2549,0.335
44,0.7608,0.2424,0.321
45,0.7572,0.241,0.3288
46,0.8872,0.3108,0.3281
47,0.955,0.3052,0.3918
48,0.873,0.3029,0.3266
49,0.7828,0.2447,0.3334
50,0.7668,0.2458,0.3274
51,0.9361,0.3001,0.3888
52,0.8926,0.2542,0.3896
53,0.9342,0.2987,0.4043
54,0.9778,0.3086,0.3886
55,0.9314,0.3743,0.3263
56,1.0237,0.3172,0.3906
57,0.9418,0.3304,0.4083
58,0.9408,0.2441,0.4151
59,0.8589,0.2972,0.3261
