# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,1.123,0.3583,0.4714
1,1.1367,0.3351,0.4995
2,1.572,0.3397,0.9379
3,1.6999,0.3819,0.5894
4,1.1762,0.3017,0.5822
5,1.245,0.3616,0.6101
6,1.1532,0.3412,0.5183
7,1.5748,0.4536,0.736
8,1.5068,0.6527,0.5761
9,1.2054,0.3523,0.56
10,1.2817,0.468,0.3364
11,1.5728,0.3723,0.5641
12,1.3168,0.4015,0.5912
13,1.6034,0.3504,0.6316
14,1.3821,0.4388,0.6136
15,1.1878,0.3349,0.5831
16,1.215,0.3607,0.5856
17,1.0679,0.3225,0.4111
18,1.1581,0.3376,0.5005
19,1.5328,0.3415,0.4672
20,1.248,0.3238,0.5572
21,1.2647,0.3556,0.6453
22,1.2045,0.3551,0.4959
23,1.6228,0.334,0.567
24,1.4256,0.3089,0.4992
25,1.2038,0.3635,0.5536
26,1.5197,0.6136,0.6211
27,1.0705,0.354,0.4742
28,1.1966,0.3912,0.5422
29,1.1187,0.3498,0.5058
30,1.2961,0.3401,0.6016
31,1.4495,0.4149,0.5596
32,1.3249,0.353,0.5622
33,1.1884,0.3383,0.5429
34,1.2955,0.4307,0.5693
35,1.3074,0.4583,0.5744
36,1.3704,0.3747,0.7269
37,1.4873,0.3409,0.5484
38,1.3851,0.4771,0.6082
39,1.1462,0.3398,0.5479
40,1.3889,0.367,0.6028
41,1.0143,0.3266,0.433
42,1.2006,0.3432,0.5583
43,1.4777,0.4299,0.6291
44,1.3572,0.431,0.5881
45,1.1434,0.3255,0.508
46,1.7076,0.3692,0.5584
47,1.4186,0.3423,0.5703
48,1.4274,0.5066,0.5877
49,1.2611,0.3556,0.5846
50,1.454,0.3451,0.3445
51,1.5908,0.3538,0.6116
52,1.2862,0.3919,0.5288
53,1.2977,0.371,0.6728
54,1.1993,0.2895,0.6275
55,1.4757,0.3879,0.787
56,1.6012,0.3821,0.7814
57,1.363,0.3518,0.5858
58,1.37,0.3583,0.5721
59,1.2869,0.4008,0.5901
