# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,0.8938,0.3516,0.3325
1,0.8604,0.317,0.3309
2,0.9156,0.3407,0.342
3,0.9145,0.3581,0.3451
4,1.3148,0.3042,0.6752
5,1.2116,0.3536,0.4141
6,0.9687,0.3925,0.3438
7,0.8348,0.2948,0.333
8,0.8161,0.2955,0.327
9,0.8226,0.2978,0.3285
10,1.2507,0.2883,0.3327
11,0.9428,0.3986,0.3302
12,0.8214,0.2603,0.3333
13,1.0393,0.5086,0.3305
14,0.8384,0.3085,0.3311
15,0.8566,0.3228,0.3381
16,0.8524,0.3198,0.3334
17,0.9778,0.3767,0.3315
18,0.8704,0.3168,0.337
19,0.9795,0.3039,0.394
20,0.8582,0.3058,0.3399
21,0.8811,0.3268,0.3367
22,0.8845,0.3379,0.3349
23,0.866,0.3109,0.3473
24,0.9474,0.4074,0.3326
25,0.8466,0.2887,0.3426
26,1.1497,0.5049,0.3829
27,1.1058,0.4682,0.3985
28,0.8858,0.327,0.3441
29,0.8011,0.2697,0.3344
30,0.8301,0.3108,0.3288
31,0.82,0.2974,0.331
32,0.8837,0.3002,0.3659
33,1.0383,0.3225,0.3965
34,0.9516,0.4013,0.3369
35,0.8522,0.3159,0.3328
36,0.8527,0.319,0.3378
37,0.8478,0.3157,0.3365
38,0.821,0.2993,0.3291
39,1.0756,0.5279,0.3397
40,1.047,0.4351,0.3414
41,0.7886,0.2631,0.3261
42,0.9219,0.3571,0.3305
43,0.8507,0.3236,0.3296
44,0.8942,0.3173,0.3368
45,1.0083,0.3552,0.3397
46,1.0863,0.4517,0.4167
47,0.7922,0.2447,0.3458
48,0.8238,0.301,0.3298
49,0.8294,0.3089,0.3304
50,0.8776,0.361,0.3248
51,0.8018,0.2943,0.3229
52,0.8016,0.2929,0.3225
53,0.8182,0.2919,0.3226
54,0.8263,0.2996,0.3236
55,0.9434,0.2531,0.3976
56,0.8182,0.2562,0.3511
57,0.8391,0.3014,0.3276
58,0.8268,0.304,0.3349
59,0.8421,0.3088,0.3231
