# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,0.9197,0.3119,0.3415
1,1.2045,0.3406,0.5363
2,1.5872,0.352,0.6501
3,0.9415,0.3377,0.3336
4,1.0657,0.4312,0.3343
5,0.9579,0.2985,0.3291
6,0.9111,0.3104,0.3304
7,1.0217,0.2438,0.3508
8,0.9144,0.2595,0.4326
9,1.147,0.2761,0.5835
10,1.3552,0.3492,0.5894
11,0.8243,0.2843,0.329
12,1.0805,0.2487,0.3677
13,0.9111,0.3676,0.3297
14,0.8944,0.3425,0.3312
15,0.7864,0.2537,0.3334
16,0.8215,0.2681,0.3292
17,1.0681,0.2873,0.4622
18,0.7891,0.2433,0.3291
19,0.8715,0.3236,0.3351
20,0.8689,0.3248,0.3295
21,0.934,0.3862,0.3339
22,0.9775,0.2939,0.3515
23,1.0903,0.3136,0.335
24,0.8293,0.2461,0.382
25,0.8488,0.3273,0.3249
26,0.8444,0.3264,0.3252
27,0.8466,0.3011,0.3346
28,0.8347,0.31,0.3255
29,1.0578,0.5171,0.3304
30,0.8235,0.253,0.3316
31,0.8364,0.3004,0.3295
32,0.8654,0.3431,0.3255
33,0.8614,0.3217,0.3224
34,0.8146,0.3022,0.3228
35,0.9173,0.2976,0.3262
36,0.9158,0.3671,0.3226
37,0.8075,0.297,0.3218
38,0.799,0.2721,0.3291
39,0.7618,0.2475,0.3213
40,0.8127,0.2978,0.3254
41,0.8698,0.3586,0.322
42,0.7967,0.2902,0.3209
43,0.8072,0.302,0.3208
44,1.0646,0.4318,0.385
45,1.1269,0.3135,0.4078
46,1.0251,0.4057,0.3825
47,0.8202,0.2898,0.3363
48,0.83,0.2904,0.3434
49,0.8034,0.2852,0.3234
50,0.892,0.3657,0.3223
51,0.965,0.2988,0.396
52,0.9807,0.2955,0.4149
53,0.9235,0.3616,0.3557
54,0.8418,0.3034,0.3234
55,0.8247,0.2968,0.325
56,0.9414,0.3136,0.3829
57,0.8404,0.3147,0.3214
58,0.9013,0.2953,0.3812
59,0.9563,0.3114,0.3837
