# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,1.7398,0.3873,0.3416
1,1.4038,0.274,0.5695
2,1.6833,0.352,0.5976
3,1.5063,0.312,0.5067
4,1.6089,0.3168,0.3901
5,1.5239,0.3456,0.3415
6,1.3045,0.3354,0.5687
7,1.8229,0.3352,0.5413
8,1.3508,0.3408,0.5838
9,1.0024,0.2607,0.3554
10,1.1848,0.3385,0.4323
11,1.1109,0.2501,0.4413
12,1.2532,0.4465,0.3389
13,1.2275,0.3221,0.4192
14,0.8983,0.2554,0.3608
15,1.0758,0.3267,0.366
16,1.0648,0.3294,0.3441
17,1.2353,0.5554,0.4118
18,1.4316,0.3738,0.353
19,1.1593,0.3305,0.3641
20,0.9805,0.3161,0.3798
21,1.0403,0.3131,0.354
22,1.2391,0.295,0.5134
23,1.2952,0.3297,0.3354
24,1.0058,0.4567,0.3326
25,1.044,0.3431,0.433
26,1.3878,0.3646,0.5117
27,1.0777,0.3185,0.5009
28,1.1207,0.3428,0.5244
29,0.9582,0.3918,0.335
30,1.0827,0.2957,0.3348
31,0.9636,0.3245,0.3648
32,0.9977,0.3703,0.339
33,0.9694,0.3202,0.329
34,1.4219,0.385,0.3364
35,1.2104,0.3792,0.3338
36,0.7784,0.2453,0.33
37,1.0092,0.2478,0.3269
38,0.8405,0.3103,0.3352
39,1.2855,0.3115,0.3298
40,1.2116,0.3697,0.5357
41,0.9198,0.3351,0.3446
42,1.4985,0.6341,0.3297
43,0.8746,0.2428,0.3478
44,0.9477,0.311,0.3466
45,0.996,0.3822,0.3466
46,1.0557,0.3792,0.3453
47,1.5221,0.4191,0.3324
48,0.8659,0.3194,0.3316
49,0.8629,0.305,0.3335
50,0.8586,0.3333,0.3302
51,1.2611,0.3145,0.3477
52,1.1673,0.3851,0.4779
53,1.2189,0.3846,0.4008
54,0.8793,0.2976,0.3696
55,0.8955,0.2519,0.349
56,1.131,0.3235,0.3878
57,1.0124,0.2941,0.3926
58,0.9449,0.3399,0.3608
59,1.1093,0.3043,0.3881
