# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,1.5663,0.3634,0.5468
1,2.4439,0.3498,0.6688
2,1.7069,0.4039,0.6161
3,1.4711,0.3969,0.5464
4,2.1296,0.3674,0.6133
5,3.2937,0.3969,1.0934
6,1.6261,0.4554,0.587
7,2.2161,0.3739,0.6183
8,1.5183,0.3467,0.6259
9,2.0432,0.3716,0.6599
10,2.1042,0.3609,0.5712
11,1.4028,0.3608,0.5677
12,1.7149,0.3972,0.7008
13,1.9296,0.3822,0.5667
14,1.9412,0.3232,0.6158
15,2.406,0.4594,0.5498
16,2.1474,0.3237,0.5454
17,1.4151,0.3377,0.5527
18,2.3352,0.438,0.9427
19,2.9335,0.3559,0.521
20,1.5756,0.4331,0.5685
21,2.5576,0.3516,0.6602
22,1.8471,0.3232,0.5655
23,2.0068,0.591,0.6081
24,1.427,0.3324,0.543
25,1.6302,0.3475,0.5823
26,1.8086,0.3324,0.5281
27,1.0635,0.2901,0.5247
28,1.8872,0.3196,0.3429
29,1.2759,0.3434,0.4014
30,1.6004,0.3607,0.5801
31,1.3102,0.3917,0.3978
32,1.3576,0.3343,0.3339
33,0.9933,0.3784,0.3369
34,1.2898,0.28,0.3431
35,1.0474,0.3386,0.3374
36,0.828,0.2485,0.332
37,1.1721,0.3706,0.3831
38,1.0717,0.4409,0.3583
39,1.1612,0.367,0.5531
40,1.333,0.305,0.5221
41,1.0011,0.3062,0.3422
42,0.9965,0.2441,0.382
43,0.9285,0.3961,0.3312
44,1.232,0.3053,0.4309
45,1.593,0.3255,0.4002
46,1.1349,0.2976,0.3404
47,1.0472,0.3446,0.348
48,1.0442,0.2459,0.3363
49,1.0116,0.4632,0.3357
50,0.9339,0.4114,0.3315
51,1.0577,0.4572,0.328
52,0.9302,0.2988,0.3736
53,1.3592,0.3796,0.3484
54,0.896,0.2446,0.3235
55,1.1855,0.4288,0.389
56,1.0684,0.3877,0.3283
57,1.0058,0.4602,0.3351
58,0.8868,0.2722,0.3308
59,0.9526,0.3042,0.3255
