# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,0.8423,0.326,0.3193
1,0.8269,0.2953,0.3206
2,0.961,0.3021,0.3961
3,0.9136,0.2983,0.3852
4,0.9873,0.3829,0.3952
5,0.8359,0.3044,0.3305
6,0.8302,0.3035,0.3246
7,0.8862,0.3251,0.3332
8,0.8249,0.3088,0.3223
9,1.0963,0.3656,0.3904
10,0.9437,0.4138,0.3214
11,0.905,0.3869,0.32
12,0.8643,0.3507,0.3237
13,0.8731,0.3583,0.3232
14,0.9711,0.3191,0.3943
15,0.8605,0.2941,0.3554
16,0.8167,0.2864,0.3289
17,1.0011,0.4726,0.3307
18,0.8132,0.3006,0.3222
19,0.8095,0.3002,0.3209
20,0.8517,0.3346,0.3243
21,0.8825,0.3623,0.327
22,0.869,0.3457,0.3267
23,0.9641,0.3174,0.3883
24,0.9085,0.2944,0.3847
25,0.8428,0.2954,0.3244
26,0.9659,0.3639,0.3801
27,0.883,0.373,0.3208
28,0.8629,0.3514,0.3226
29,0.8299,0.3091,0.3302
30,0.9597,0.3185,0.3902
31,0.8846,0.3019,0.3289
32,0.8264,0.3052,0.3266
33,0.8967,0.3834,0.3251
34,0.8658,0.3581,0.3197
35,0.9543,0.3018,0.4018
36,1.1566,0.3903,0.5533
37,0.865,0.3345,0.3243
38,1.114,0.4497,0.4167
39,0.8446,0.3064,0.3401
40,0.8127,0.2881,0.3198
41,0.8491,0.2996,0.3585
42,1.0523,0.4403,0.3373
43,0.9926,0.3036,0.3348
44,0.9265,0.3108,0.3565
45,0.9337,0.3086,0.3847
46,0.8293,0.2966,0.3269
47,0.8257,0.3068,0.3216
48,0.9311,0.2935,0.3885
49,0.9163,0.2992,0.3853
50,0.8871,0.3629,0.3232
51,0.9961,0.3909,0.3813
52,0.7566,0.251,0.3188
53,0.86,0.3526,0.3208
54,0.8092,0.2957,0.325
55,0.8166,0.3034,0.3252
56,1.0215,0.3711,0.3994
57,0.9402,0.2975,0.3829
58,0.8441,0.2919,0.3269
59,0.9952,0.274,0.3481
