# mode=parallel
# characters=64
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,2.0436,0.3253,0.5959
1,1.2977,0.4115,0.6098
2,1.1662,0.3531,0.3999
3,1.8284,0.5469,0.4378
4,1.3197,0.4152,0.5268
5,1.6075,0.4785,0.7577
6,1.5285,0.3515,0.5913
7,1.4396,0.3395,0.5884
8,1.2928,0.3603,0.5929
9,1.2469,0.4229,0.563
10,2.023,0.3184,0.4802
11,1.1782,0.3334,0.5517
12,1.19,0.3377,0.5693
13,1.3152,0.3716,0.5798
14,1.0934,0.3251,0.4606
15,1.9546,0.4058,0.6059
16,1.4343,0.3725,0.4025
17,1.1953,0.3367,0.5953
18,1.2414,0.3464,0.6084
19,1.4999,0.3272,0.5529
20,1.5777,0.3574,0.521
21,0.9601,0.3455,0.3685
22,0.9383,0.3393,0.3442
23,1.116,0.2718,0.5744
24,1.6097,0.3422,0.5715
25,1.244,0.3706,0.5996
26,1.0405,0.3416,0.456
27,1.6406,0.3442,0.599
28,1.1404,0.3344,0.5356
29,1.4212,0.33,0.4801
30,1.2349,0.393,0.5661
31,0.9993,0.3385,0.4197
32,1.1711,0.3379,0.5588
33,1.2067,0.3644,0.5751
34,1.2206,0.3383,0.3605
35,1.705,0.3524,0.6637
36,1.0859,0.3423,0.4814
37,1.2197,0.3765,0.353
38,1.6342,0.3376,0.6043
39,0.9663,0.353,0.3556
40,1.42,0.4309,0.6686
41,1.3828,0.3998,0.4816
42,1.2864,0.383,0.6018
43,1.3574,0.3679,0.6005
44,1.2267,0.3857,0.5689
45,1.3336,0.3731,0.6105
46,1.2739,0.3433,0.335
47,1.0126,0.3448,0.4203
48,1.5498,0.4221,0.5515
49,1.3141,0.3357,0.6295
50,1.661,0.3869,0.6294
51,1.3474,0.3995,0.5107
52,1.2641,0.351,0.6382
53,1.1701,0.3452,0.5292
54,1.4981,0.3335,0.5778
55,1.5163,0.3805,0.5694
56,1.2178,0.3356,0.5782
57,1.313,0.364,0.5956
58,1.4113,0.3468,0.6145
59,1.4604,0.5193,0.5915
