# mode=sequential
# characters=512
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,8.1772,3.5127,4.45
1,8.099,3.4726,4.4099
2,8.4835,3.8573,4.4122
3,8.7289,3.8428,4.6737
4,8.1145,3.4883,4.4272
5,8.1053,3.4871,4.4037
6,8.0897,3.4769,4.4041
7,8.5026,3.8453,4.4341
8,8.504,3.4778,4.7771
9,8.2377,3.5894,4.4265
10,9.1753,3.4694,5.4611
11,9.0062,3.9263,4.6854
12,8.747,3.6548,4.4397
13,8.3791,3.4794,4.4811
14,9.463,4.4803,4.4349
15,8.2965,3.5083,4.4258
16,9.0707,3.918,4.7484
17,9.5292,4.0747,5.1883
18,9.0268,3.7842,5.0095
19,8.7375,3.8259,4.6954
20,9.0036,3.8808,4.9076
21,8.8743,3.599,4.983
22,9.2523,3.975,4.877
23,8.6357,3.5158,4.8202
24,8.3451,3.4853,4.647
25,8.4367,3.7585,4.4541
26,8.5582,3.5167,4.8308
27,8.6115,3.5012,4.8902
28,9.2833,4.032,5.018
29,8.1926,3.5549,4.4306
30,8.6603,3.9641,4.4733
31,8.445,3.5191,4.6709
32,8.7448,3.8152,4.7077
33,8.4507,3.5621,4.6735
34,9.0179,3.7905,4.8272
35,9.084,3.9275,4.9362
36,8.6999,3.8332,4.6407
37,10.5004,4.8576,5.063
38,10.526,4.8502,5.2787
39,8.156,3.529,4.4192
40,8.4833,3.4709,4.7861
41,9.2794,3.5245,5.1965
42,8.7935,3.7175,4.8599
43,8.7846,3.8895,4.6764
44,8.7404,3.6336,4.5927
45,8.6763,3.4483,5.013
46,9.0617,4.0644,4.7699
47,9.3212,4.0076,5.0641
48,8.4331,3.711,4.406
49,8.1059,3.4551,4.4113
50,8.1315,3.4387,4.4776
51,8.0729,3.4458,4.4228
52,8.3557,3.4565,4.6702
53,9.2998,3.9426,5.0617
54,8.6992,3.5407,4.9481
55,8.8321,3.7915,4.7849
56,8.6269,3.9091,4.5012
57,8.1651,3.4475,4.514
58,8.0945,3.4727,4.4102
59,8.1332,3.4621,4.4566
60,8.632,3.6487,4.7294
61,8.2153,3.4879,4.5133
62,8.4887,3.4709,4.4618
63,8.4023,3.4662,4.4683
64,8.0801,3.444,4.4277
65,8.5667,3.673,4.606
66,8.4126,3.4863,4.461
67,8.1498,3.4668,4.4351
68,9.1314,4.1021,4.6276
69,8.4402,3.7329,4.4238
70,8.165,3.4599,4.4327
71,8.1597,3.4998,4.4282
72,8.2637,3.4596,4.4219
73,9.1368,3.9839,4.8433
74,8.9166,3.5829,5.0085
75,9.394,3.8999,5.2427
76,9.6857,4.9964,4.458
77,8.25,3.5128,4.4519
78,8.7396,3.6064,4.9093
79,8.8829,3.8595,4.8028
80,8.7446,3.9928,4.4357
81,9.5671,3.9485,5.1015
82,8.3062,3.6659,4.4194
83,8.6289,3.458,4.9468
84,9.0811,3.6225,5.1095
85,8.9804,3.8468,4.8278
86,9.3931,3.6865,5.2594
87,8.3418,3.512,4.4189
88,9.3609,4.0388,5.0922
89,8.6525,3.5471,4.7924
90,9.2447,4.1232,4.8954
91,9.0147,3.7858,5.0129
92,8.9301,3.9833,4.7168
93,8.0806,3.4662,4.4049
94,8.1567,3.5283,4.4122
95,8.0829,3.4302,4.4357
96,8.1097,3.446,4.4615
97,8.3976,3.4488,4.6546
98,8.7808,3.6846,4.8277
99,8.5896,3.5308,4.8319
100,8.1569,3.503,4.4429
101,8.3938,3.4772,4.5371
102,8.1972,3.4653,4.4788
103,8.9653,3.4546,4.8954
104,8.4537,3.5146,4.4513
105,8.1093,3.4732,4.4289
106,8.9637,3.4445,5.1901
107,9.8957,4.038,5.2446
108,9.3861,3.8034,4.8789
109,8.9152,3.8113,4.4295
110,9.0838,3.4945,4.8114
111,8.905,3.5298,4.4964
112,8.323,3.4708,4.4859
113,8.8089,3.4874,4.4831
114,8.9367,3.7517,4.4461
115,8.3253,3.4762,4.5335
116,8.3612,3.4698,4.4156
117,8.1861,3.5163,4.3994
118,8.8504,3.8804,4.4428
119,8.5356,3.4987,4.4163
120,8.2511,3.4614,4.4674
121,8.6836,3.4742,4.7952
122,8.1353,3.4811,4.4503
123,8.403,3.4685,4.441
124,8.205,3.4756,4.4385
125,9.1352,3.6165,4.994
126,9.7016,3.6727,5.185
127,8.8455,3.6174,5.0107
128,8.8079,3.881,4.6752
129,9.0574,3.8588,4.9829
130,8.7705,3.5699,4.9549
131,8.7221,4.025,4.4783
132,8.0591,3.4535,4.4047
133,8.0623,3.4293,4.433
134,8.0639,3.4421,4.3975
135,8.1294,3.4601,4.4569
136,9.2762,3.449,5.3425
137,8.9333,3.852,4.7431
138,8.3477,3.487,4.4337
139,8.3178,3.5646,4.4483
140,8.0791,3.4551,4.4212
141,9.1016,3.5122,5.0063
142,8.8001,3.8506,4.4967
143,9.0469,4.1227,4.6332
144,9.0996,3.8042,5.0801
145,8.7144,3.5509,4.6303
146,8.0996,3.4922,4.3986
147,8.1426,3.4493,4.4034
148,9.1493,3.8807,4.9848
149,8.2303,3.5911,4.4219
150,8.0435,3.443,4.4015
151,8.0884,3.4526,4.4289
152,8.074,3.4456,4.4157
153,8.7774,4.0961,4.4637
154,8.0658,3.4519,4.4099
155,8.091,3.4427,4.4461
156,8.0315,3.4394,4.3934
157,8.0727,3.4468,4.4206
158,8.0465,3.4393,4.3995
159,8.1017,3.4925,4.4013
160,8.2229,3.4508,4.413
161,9.508,4.3377,4.8978
162,8.7424,3.594,4.9363
163,8.6816,3.8962,4.5639
164,9.2108,3.8595,5.1353
165,8.8877,3.5472,5.0943
166,9.0362,3.9448,4.8637
167,8.744,3.6185,4.9134
168,8.527,3.8461,4.4407
169,8.048,3.4502,4.3897
170,9.0292,3.4668,5.3475
171,8.8817,3.7706,4.8178
172,8.9551,3.7903,4.951
173,8.8425,3.5982,5.0337
174,8.8601,4.0086,4.6205
175,9.094,3.8907,4.9878
176,8.6764,3.5407,4.9248
177,8.9284,3.8197,4.7866
178,8.8972,3.6573,4.9814
179,9.0154,3.7434,5.0549
180,9.0631,3.8934,4.9491
181,8.6558,3.6106,4.8349
182,8.8293,4.0226,4.5881
183,9.6861,4.1705,5.2541
184,11.7593,4.6338,6.6819
185,9.9075,4.2118,4.5635
186,12.6908,4.1021,7.5183
187,11.0968,3.7933,6.3872
188,10.0636,4.1471,4.7639
189,9.5004,3.9184,5.1225
190,8.4739,3.5348,4.6447
191,9.8568,3.7113,5.5013
192,9.3743,3.5044,4.8651
193,8.8965,3.8394,4.784
194,8.8416,3.5023,4.6153
195,10.6631,4.3442,5.397
196,11.9427,3.6057,7.7347
197,10.557,4.2934,5.8725
198,10.54,4.6219,5.2511
199,12.5573,4.9794,6.6165
200,9.8178,3.9764,4.5848
201,9.671,3.8644,5.3891
202,9.2799,3.4654,4.696
203,10.9995,4.6838,5.5267
204,10.1488,4.1282,5.5032
205,9.7793,3.8065,5.3936
206,9.1225,3.538,4.8348
207,9.4017,3.8962,5.1062
208,9.4845,3.5482,4.6794
209,9.5018,3.9396,5.1898
210,8.7433,3.6779,4.8267
211,9.4298,4.4903,4.714
212,9.0947,3.6559,5.1971
213,10.1269,4.8485,4.9506
214,9.3147,3.6419,5.4539
215,9.2745,4.1773,4.7419
216,8.9315,3.6126,5.0629
217,9.0412,3.7473,4.9539
218,9.144,4.0026,4.9067
219,8.6912,3.5961,4.8681
220,10.1426,4.7963,5.0066
221,9.0731,3.6354,5.2224
222,9.6709,4.1635,5.1411
223,9.7914,4.0487,5.5029
224,10.2183,4.1144,5.7792
225,9.168,3.6337,5.3017
226,9.656,4.0222,5.3883
227,9.5085,3.8203,5.3766
228,10.0745,4.3229,5.4
229,9.1337,3.71,4.9491
230,9.0439,4.0213,4.8001
231,9.7021,4.2044,5.1594
232,9.607,3.877,4.87
233,10.4326,4.7656,5.3347
234,10.3401,4.5557,5.4117
235,9.7113,3.6357,5.537
236,9.8639,4.0757,5.2482
237,13.4714,4.3359,8.6096
238,11.0248,4.0155,6.5716
239,10.921,4.4753,5.898
240,10.22,4.0231,5.4538
241,12.0793,3.966,7.252
242,13.6827,4.7575,7.1375
243,14.7251,4.8981,8.5131
244,13.2549,4.2089,8.1615
245,12.2466,5.1261,6.412
246,11.0561,4.4972,5.8605
247,9.7533,3.9802,5.5502
248,10.8087,4.2908,6.2893
249,11.4755,4.6937,6.1567
250,10.765,3.964,6.1535
251,10.688,4.1113,6.2245
252,10.1789,4.4407,5.3656
253,9.853,4.0694,5.5567
254,9.7636,4.228,5.2902
255,9.9836,4.3308,5.3431
256,10.4635,4.4985,5.6155
257,10.5633,3.8785,6.4142
258,12.5178,5.1634,6.5276
259,11.0009,4.6848,5.9849
260,11.3897,4.6464,6.3186
261,10.3359,4.1127,5.8093
262,9.0656,3.8372,4.782
263,9.9551,3.5368,6.0352
264,11.6864,4.8963,6.1046
265,12.1607,5.3924,6.3951
266,10.1218,4.8005,4.942
267,8.9038,3.7643,4.8949
268,8.7477,3.7274,4.7993
269,10.2343,4.2612,5.4263
270,9.4234,4.3461,4.8448
271,9.6154,4.2025,5.1847
272,9.5326,3.8326,4.8687
273,9.627,4.2499,5.1518
274,10.0493,3.9349,5.89
275,9.7327,4.2024,5.304
276,10.5337,4.7132,5.3487
277,10.2297,4.1757,5.8171
278,10.1248,4.4955,5.3437
279,9.8686,4.3062,5.3334
280,9.5945,4.2124,5.1478
281,9.3817,3.9438,5.1056
282,11.2797,4.5784,6.4528
283,9.5068,4.4523,4.8035
284,9.9936,4.2901,5.4857
285,10.7914,4.2339,4.8313
286,10.5274,4.3996,5.7769
287,11.7519,4.4886,5.7122
288,11.9947,4.4314,6.5457
289,11.0955,3.9403,5.4264
290,11.7966,3.9651,6.2445
291,12.3838,4.0449,6.9085
292,11.0412,4.2699,5.6512
293,11.5629,4.2141,5.8152
294,12.4523,4.0041,6.8257
295,11.6212,4.4267,5.7311
296,12.9962,4.3026,7.4143
297,11.6383,4.4364,5.4888
298,11.4091,4.0699,6.071
299,12.739,4.1279,7.3538
300,12.1457,4.2509,6.2325
301,13.2118,4.5268,7.076
302,12.5726,4.5581,6.7166
303,11.4207,3.66,5.9382
304,9.6403,4.3349,4.9092
305,9.2935,3.9351,5.1231
306,9.7653,3.5239,5.9654
307,10.1798,4.3882,5.5117
308,9.5043,3.7365,5.3432
309,10.114,4.2592,5.5937
310,9.2863,4.239,4.8158
311,9.7988,4.2855,5.2766
312,9.2819,3.728,5.291
313,9.7309,4.2525,5.2509
314,9.2941,3.6199,5.4443
