# mode=parallel
# characters=512
# workers=15
# batch=32
# warmup=120
# vsync=0
# resolution=800x600
# complete=1
# exit_loading=0
# pending_at_exit=0
frame,frame_ms,animation_ms,render_submit_ms
0,5.8191,0.6857,4.9155
1,5.9968,0.7606,5.0218
2,5.6567,0.7204,4.7016
3,5.5582,0.7731,4.5637
4,5.4605,0.6843,4.5429
5,5.4762,0.7686,4.4629
6,5.4239,0.7271,4.4782
7,5.9815,0.6682,5.0632
8,5.5783,0.6811,4.6781
9,5.3479,0.6412,4.4926
10,6.0978,0.7541,5.071
11,5.8728,0.6899,4.9532
12,5.4338,0.6348,4.5846
13,5.6119,0.7025,4.5252
14,5.655,0.7724,4.6138
15,5.5356,0.6739,4.6172
16,6.1266,0.7546,5.1288
17,5.5327,0.6947,4.6155
18,5.6117,0.6614,4.6893
19,5.5626,0.6758,4.4584
20,5.4337,0.6537,4.5188
21,6.1324,0.6852,5.1677
22,6.0232,0.6662,5.0533
23,5.7424,0.6023,4.5338
24,5.494,0.6715,4.4794
25,5.565,0.7582,4.5917
26,6.1872,0.7206,5.2529
27,6.1107,0.7005,5.0919
28,6.4352,0.6822,5.4544
29,6.1147,0.7701,5.0751
30,6.4261,0.6551,5.4816
31,8.2813,0.738,6.9404
32,8.3945,0.7554,7.3498
33,8.2167,0.9767,6.8997
34,8.4886,0.8075,7.2788
35,9.251,0.7806,8.0805
36,8.3757,0.8218,7.2145
37,7.3822,0.7747,6.2324
38,7.5963,1.0717,6.2021
39,6.0632,0.6847,5.013
40,6.4058,0.7055,5.4434
41,6.7836,0.7102,5.7367
42,6.5641,0.6882,5.6335
43,6.1759,0.6746,5.2188
44,5.6377,0.6845,4.7142
45,6.6684,0.7208,5.5304
46,6.0072,0.8928,4.8297
47,5.8158,0.6746,4.9046
48,5.7906,0.6741,4.8902
49,5.5365,0.6974,4.6057
50,5.4233,0.701,4.4873
51,5.8684,0.775,4.8547
52,6.4194,0.7625,5.3223
53,6.2172,0.7477,5.1161
54,5.6564,0.7743,4.5713
55,5.3759,0.6219,4.5288
56,5.5741,0.6693,4.6758
57,5.6271,0.6412,4.7658
58,5.7414,0.7085,4.7792
59,5.5332,0.7462,4.5248
60,5.4809,0.7786,4.4801
61,6.3305,0.7692,5.3
62,5.553,0.7836,4.5404
63,5.4173,0.714,4.4867
64,5.8088,0.7806,4.7719
65,5.4064,0.6953,4.4971
66,5.4967,0.6946,4.5451
67,5.6656,0.6249,4.7902
68,6.486,0.8894,5.2198
69,5.5898,0.7062,4.5319
70,6.1858,0.7987,5.056
71,5.8273,0.6946,4.905
72,6.2254,0.7118,5.2317
73,6.0434,0.6962,5.0442
74,6.2081,0.5403,5.2129
75,7.1381,0.5496,6.1891
76,5.6808,0.6751,4.5927
77,7.4266,0.718,6.1913
78,8.4938,0.7112,7.361
79,5.9673,0.7726,4.7419
80,6.0925,0.7766,4.7641
81,5.9365,0.7136,4.653
82,8.056,0.8387,6.7356
83,5.8797,0.7683,4.7361
84,6.3126,0.651,5.3788
85,6.0883,0.7019,4.8162
86,6.5048,0.7551,5.195
87,6.3748,0.7567,4.913
88,5.8797,0.7929,4.8461
89,6.3558,0.7196,5.3813
90,5.6679,0.763,4.652
91,5.9452,0.7736,4.9186
92,5.6597,0.754,4.6809
93,5.624,0.7403,4.6557
94,6.0961,0.6401,4.8468
95,6.4346,0.7325,5.0365
96,6.0846,0.6855,5.0346
97,5.7311,0.6789,4.625
98,5.51,0.6988,4.5741
99,6.04,0.7963,4.9933
100,7.6144,0.7508,6.6144
101,5.7054,0.7669,4.6478
102,6.2958,0.7712,5.2745
103,5.436,0.6302,4.5746
104,6.3104,0.7083,5.2916
105,6.5272,0.7083,5.0642
106,9.4205,0.7243,5.5135
